,Country,Temperature,CO2 Emissions,Sea Level Rise,Precipitation,Humidity,Wind Speed,HDI rank,HUMAN DEVELOPMENT,Human Development Index (HDI) ,Life expectancy at birth,Expected years of schooling,Mean years of schooling,Gross national income (GNI) per capita,GNI per capita rank minus HDI rank,HDI rank.1,ISO-code,TonsPerCapita
136,Saint Kitts and Nevis,15.33093977660927,384.2501405292792,-0.5225529821946127,40.689486314065945,64.60341286850034,21.39104992443284,75,HIGH,0.777,71.7,15.4,8.7,23358,-16,76,KNA,
137,Saint Lucia,16.268699562985724,350.5872382968125,-0.7194693007311812,38.13706718426788,52.41943457400064,12.325250680681922,106,HIGH,0.715,71.1,12.9,8.5,12048,-7,104,LCA,
138,Saint Vincent and the Grenadines,13.816058237659716,386.685070853045,-0.5074150908454362,39.604205471766015,57.48842004957722,28.798983230124264,89,HIGH,0.751,69.6,14.7,10.8,11961,11,82,VCT,
139,Samoa,15.27653821564283,365.3894618173755,-0.9385921588915844,54.88399923009705,45.75155957103855,18.615036565385747,111,HIGH,0.707,72.8,12.4,11.4,5308,24,112,WSM,1.39402090559449
140,San Marino,15.088998734581349,385.9845013519555,-0.6370640790142472,33.872332452035295,64.69344787344883,32.1695224678624,44,VERY HIGH ,0.853,80.9,12.3,10.8,52654,-25,46,SMR,
141,Sao Tome and Principe,18.015797553658384,385.7693779553992,-0.0517923484221576,44.69065009125018,63.84446585058343,24.764076203244848,138,MEDIUM ,0.618,67.6,13.4,6.2,4021,13,139,STP,0.67754276580972
142,Saudi Arabia,17.968273377259028,427.3866891010737,0.3838893089345622,36.99596703378194,42.12354052433017,20.04770442339388,35,VERY HIGH ,0.875,76.9,16.1,11.3,46112,-10,38,SAU,14.619510641057
143,Senegal,12.589465989968437,422.5300971687794,-0.2076070111366061,57.78422172868864,46.29740586715791,19.12932553682545,170,LOW,0.511,67.1,9,2.9,3344,-10,170,SEN,0.663505112656688
144,Serbia,14.47084424590762,396.5652122640135,-0.646621125228189,59.37006567755677,59.16795460381003,29.76308573280521,63,VERY HIGH ,0.802,74.2,14.4,11.4,19123,4,62,SRB,6.61548529315423
145,Seychelles,17.02205700581004,419.1696041659836,0.6817568414351215,48.9390142955857,28.15165605758911,34.4188623259153,72,HIGH,0.785,71.3,13.9,10.3,25831,-17,69,SYC,6.26786171574904
146,Sierra Leone,14.009688775742726,403.1716643660027,0.4362918748394654,39.30025417763153,30.253662477920727,23.595523285881832,181,LOW,0.477,60.1,9.6,4.6,1622,-1,181,SLE,0.111708613630116
147,Singapore,11.09408109668578,396.9737401445949,0.1083183286624141,53.95424560423235,35.400103537745224,19.38677925944613,12,VERY HIGH ,0.939,82.8,16.5,11.9,90919,-10,10,SGP,8.30683384386162
148,Slovenia,16.006042585926618,413.7705515362152,-0.4618892458961138,43.52699353717588,48.89878269027368,26.392791386944065,23,VERY HIGH ,0.918,80.7,17.7,12.8,39746,10,23,SVN,6.51211342736133
149,Solomon Islands,14.572118128602884,385.1240313455039,0.2594436214938342,69.6911710550427,45.863627207089344,21.991354060367915,155,MEDIUM ,0.564,70.3,10.3,5.7,2482,13,155,SLB,0.529635122142007
150,Somalia,15.827842027944568,412.80182446858055,-0.2358206602137387,55.53685983440983,58.15917159913137,30.08187149636805,195,OTHER ,..,55.3,..,..,1018,..,..,SOM,0.0434069819101074
151,South Africa,10.665463034377018,392.0050397648532,-0.7829773563680102,54.7618933300032,63.75156039944747,35.09852400982175,109,HIGH,0.713,62.3,13.6,11.4,12948,-17,102,ZAF,7.56863986304694
152,Spain,18.17383226042417,416.0777822956924,-0.2957298486879824,57.17709414527014,67.23702250702851,25.34277153615807,27,VERY HIGH ,0.905,83.0,17.9,10.6,38354,10,27,ESP,5.09130433611131
153,Sri Lanka,14.869797044534112,433.6191898568248,0.2783417267932772,34.921199574383216,68.12385022724695,14.186556366709272,73,HIGH,0.782,76.4,14.1,10.8,12578,21,75,LKA,1.09078567169656
154,Sudan,18.42345080765453,410.6253487375026,0.5834325666477039,42.91487073684899,75.13204893381534,21.55150608563027,172,LOW,0.508,65.3,7.9,3.8,3575,-14,171,SDN,0.477025250662743
155,Suriname,15.226623755394732,416.4113735807183,-0.0276872442671028,63.56573459221688,34.68087204591933,30.149979793655625,99,HIGH,0.73,70.3,13,9.8,12672,-6,92,SUR,4.41266964406189
156,Sweden,14.575789247535242,408.23111736887085,0.1013203702296944,30.53804225137066,61.46447092810967,21.090348665567227,7,VERY HIGH ,0.947,83.0,19.4,12.6,54489,9,9,SWE,3.40520330654476
157,Switzerland,16.713212099158078,422.20594296019664,-0.6100388931142794,52.815350304446746,48.545074413771054,30.27382714066828,1,VERY HIGH ,0.962,84.0,16.5,13.9,66933,5,3,CHE,4.35860986463416
158,Syrian Arab Republic,15.353140815387484,364.602400408247,-1.019051956317002,42.96243919305217,15.283089660186926,38.9773430950001,150,MEDIUM ,0.577,72.1,9.2,5.1,4192,-2,152,SYR,1.279424761886
159,Tajikistan,13.437802913666564,417.902542129477,0.0336598341570351,71.27787207944517,79.78177156675875,22.42322340134411,122,MEDIUM ,0.685,71.6,11.7,11.3,4548,23,126,TJK,1.00863199894013
160,Tanzania,14.807287864054478,366.3365957998261,-0.1802998966919354,39.92534993900063,27.365845712686497,29.627933571067068,160,LOW,0.549,66.2,9.2,6.4,2664,7,160,TZA,0.208008410661582
161,Thailand,15.472710569006178,379.2343925489078,0.4128090834553755,48.4241440362975,30.0034108536796,30.982080913789385,66,VERY HIGH ,0.8,78.7,15.9,8.7,17030,6,64,THA,3.74558237088436
162,Timor-Leste,16.60559763858685,371.5273257939578,-0.0029420615602564,49.82847015875478,66.63149691842504,20.67505571657679,140,MEDIUM ,0.607,67.7,12.6,5.4,4461,7,140,TLS,0.480616788942534
163,Togo,12.280691020095109,390.747232180286,-0.1327153913730102,56.2971865526095,45.53115048543912,26.129392609964928,162,LOW,0.539,61.6,13,5,2167,12,163,TGO,0.286955359237684
164,Tonga,15.146012132951371,394.9059598059912,0.0308270535830997,43.70554636707187,40.64486639388204,19.388806620702184,91,HIGH,0.745,71.0,16,11.4,6822,34,90,TON,1.55215290945298
165,Trinidad and Tobago,13.09793408085255,421.1176337345042,-0.4268531012070102,60.58260498774265,66.78160334897589,26.57544679691937,57,VERY HIGH ,0.81,73.0,14.5,11.6,23392,1,56,TTO,11.307374231474
166,Tunisia,14.94861015512688,388.1995598246405,0.8582203767825067,42.01327495647409,48.46231118074615,20.947871262946716,97,HIGH,0.731,73.8,15.4,7.4,10258,10,94,TUN,2.48216620464866
167,Turkey,16.40438092480006,368.88671290545045,-0.2509630448853473,50.6701451325299,54.02880168893367,24.085168963771483,48,VERY HIGH ,0.838,76.0,18.3,8.6,31033,-3,48,TUR,
168,Turkmenistan,18.64042923590786,397.258405605879,-0.3323507799526745,54.25752988656031,68.63236523263899,21.19562655239401,91,HIGH,0.745,69.3,13.2,11.3,13021,-1,93,TKM,11.8320608207949
169,Tuvalu,14.67981177886833,443.447467439088,0.6363280800274133,56.25076853448506,53.32042263400042,35.33992234636504,130,MEDIUM ,0.641,64.5,9.4,10.6,6351,-2,131,TUV,1.00401606425703
170,Uganda,7.493420264979162,434.2916627022807,-0.407693911495438,56.36487501925243,22.55922226285613,15.924642958893989,166,LOW,0.525,62.7,10.1,5.7,2181,6,166,UGA,0.136489535980747
171,Ukraine,14.230465702615852,411.931685158007,0.601288810201085,30.380356356407457,57.16482946023805,21.549913868246563,77,HIGH,0.773,71.6,15,11.1,13256,11,78,UKR,3.93662418026611
172,United Arab Emirates,13.784334220651322,388.84734770976615,-0.2071132955233233,51.141334028883904,49.75722228542529,23.87667463475464,26,VERY HIGH ,0.911,78.7,15.7,12.7,62574,-15,25,ARE,20.502131158379
173,United Kingdom,17.11025178942203,359.1511933544256,0.8166378546972873,23.92406604691175,47.83540695031805,28.88609684105402,18,VERY HIGH ,0.929,80.7,17.3,13.4,45225,9,17,GBR,5.22054271474254
174,United States,16.90400346231724,393.9696651759608,-0.7113123328081119,46.00009486825862,45.21750463784257,26.660941173959014,21,VERY HIGH ,0.921,77.2,16.3,13.7,64765,-14,21,USA,14.6734069066187
175,Uruguay,17.604936534028457,389.3017729610894,-0.079843157946741,54.44362518423015,37.68893882637965,18.633555706670357,58,VERY HIGH ,0.809,75.4,16.8,9,21269,5,55,URY,1.8930355158909
176,Uzbekistan,12.935367120668186,400.65826002556025,0.4822650256694838,24.720938312648173,43.19278551168827,30.065179676835744,101,HIGH,0.727,70.9,12.5,11.9,7917,18,107,UZB,3.47546109555142
177,Vanuatu,13.640078030656436,398.5294710321228,-0.1207266407984661,63.3572340632112,50.253694603802025,27.50005794221326,140,MEDIUM ,0.607,70.4,11.5,7.1,3085,23,142,VUT,0.692500755574828
178,Yemen,12.270909569724012,396.5076283004069,0.430017318972766,64.33603063405404,51.36667745120704,20.822185845294776,183,LOW,0.455,63.8,9.1,3.2,1314,1,183,YEM,
179,Zambia,12.105136393174636,393.9965737614309,0.1037010750205651,32.659869188085246,33.63341074909573,29.713147733276934,154,MEDIUM ,0.565,61.2,10.9,7.2,3218,7,154,ZMB,0.370169936286202
180,Zimbabwe,16.91237877595485,389.69460876693176,-0.1156641524780917,68.0638440380401,53.01738161654329,27.07060139886095,146,MEDIUM ,0.593,59.3,12.1,8.7,3810,9,145,ZWE,0.765887347954438
